[21:48:45.963] 学习率0.05,训练200轮,batch为24
[22:56:30.694] iteration 3369 : loss : 0.096327, loss_ce: 0.024309, loss_dice: 0.144339
[22:56:31.057] iteration 3370 : loss : 0.084829, loss_ce: 0.021152, loss_dice: 0.127280
[22:56:31.401] iteration 3371 : loss : 0.091907, loss_ce: 0.042491, loss_dice: 0.124851
[22:56:31.809] iteration 3372 : loss : 0.142054, loss_ce: 0.061601, loss_dice: 0.195690
[22:56:35.432] iteration 3373 : loss : 0.141614, loss_ce: 0.037207, loss_dice: 0.211219
[22:56:35.777] iteration 3374 : loss : 0.102644, loss_ce: 0.041146, loss_dice: 0.143643
[22:56:36.148] iteration 3375 : loss : 0.091665, loss_ce: 0.042272, loss_dice: 0.124593
[22:56:36.521] iteration 3376 : loss : 0.083688, loss_ce: 0.032434, loss_dice: 0.117858
[22:56:40.063] iteration 3377 : loss : 0.143544, loss_ce: 0.021771, loss_dice: 0.224726
[22:56:40.491] iteration 3378 : loss : 0.072680, loss_ce: 0.027554, loss_dice: 0.102763
[22:56:40.848] iteration 3379 : loss : 0.122884, loss_ce: 0.039657, loss_dice: 0.178368
[22:56:41.259] iteration 3380 : loss : 0.094127, loss_ce: 0.027112, loss_dice: 0.138803
[22:56:48.165] iteration 3381 : loss : 0.090029, loss_ce: 0.029725, loss_dice: 0.130232
[22:56:48.518] iteration 3382 : loss : 0.080215, loss_ce: 0.015587, loss_dice: 0.123300
[22:56:48.906] iteration 3383 : loss : 0.141833, loss_ce: 0.040742, loss_dice: 0.209227
[22:56:49.289] iteration 3384 : loss : 0.095559, loss_ce: 0.045447, loss_dice: 0.128967
[22:56:51.832] iteration 3385 : loss : 0.231162, loss_ce: 0.030039, loss_dice: 0.365244
[22:56:52.220] iteration 3386 : loss : 0.101943, loss_ce: 0.021809, loss_dice: 0.155366
[22:56:52.638] iteration 3387 : loss : 0.110074, loss_ce: 0.055517, loss_dice: 0.146445
[22:56:53.118] iteration 3388 : loss : 0.111683, loss_ce: 0.042916, loss_dice: 0.157528
[22:56:58.943] iteration 3389 : loss : 0.110563, loss_ce: 0.041329, loss_dice: 0.156719
[22:56:59.302] iteration 3390 : loss : 0.190949, loss_ce: 0.054518, loss_dice: 0.281903
[22:56:59.716] iteration 3391 : loss : 0.120171, loss_ce: 0.055947, loss_dice: 0.162987
[22:57:00.130] iteration 3392 : loss : 0.114551, loss_ce: 0.055529, loss_dice: 0.153899
[22:57:04.527] iteration 3393 : loss : 0.168500, loss_ce: 0.053955, loss_dice: 0.244863
[22:57:04.993] iteration 3394 : loss : 0.114406, loss_ce: 0.032353, loss_dice: 0.169109
[22:57:05.439] iteration 3395 : loss : 0.175895, loss_ce: 0.051581, loss_dice: 0.258771
[22:57:05.840] iteration 3396 : loss : 0.168606, loss_ce: 0.063173, loss_dice: 0.238895
[22:57:10.802] iteration 3397 : loss : 0.146593, loss_ce: 0.053430, loss_dice: 0.208702
[22:57:11.178] iteration 3398 : loss : 0.126145, loss_ce: 0.042856, loss_dice: 0.181670
[22:57:11.522] iteration 3399 : loss : 0.092199, loss_ce: 0.037492, loss_dice: 0.128671
[22:57:11.892] iteration 3400 : loss : 0.158105, loss_ce: 0.045091, loss_dice: 0.233447
[22:57:15.650] iteration 3401 : loss : 0.084441, loss_ce: 0.036501, loss_dice: 0.116400
[22:57:16.005] iteration 3402 : loss : 0.094705, loss_ce: 0.059066, loss_dice: 0.118465
[22:57:16.347] iteration 3403 : loss : 0.122001, loss_ce: 0.053963, loss_dice: 0.167361
[22:57:16.711] iteration 3404 : loss : 0.085841, loss_ce: 0.030153, loss_dice: 0.122966
[22:57:19.682] iteration 3405 : loss : 0.109459, loss_ce: 0.020583, loss_dice: 0.168709
[22:57:20.075] iteration 3406 : loss : 0.152830, loss_ce: 0.053627, loss_dice: 0.218966
[22:57:20.468] iteration 3407 : loss : 0.159473, loss_ce: 0.040425, loss_dice: 0.238838
[22:57:20.943] iteration 3408 : loss : 0.181356, loss_ce: 0.044459, loss_dice: 0.272620
[22:57:24.269] iteration 3409 : loss : 0.082696, loss_ce: 0.029182, loss_dice: 0.118372
[22:57:24.608] iteration 3410 : loss : 0.082123, loss_ce: 0.022547, loss_dice: 0.121840
[22:57:24.959] iteration 3411 : loss : 0.124167, loss_ce: 0.038672, loss_dice: 0.181164
[22:57:25.304] iteration 3412 : loss : 0.077697, loss_ce: 0.024193, loss_dice: 0.113365
[22:57:27.895] iteration 3413 : loss : 0.122519, loss_ce: 0.028253, loss_dice: 0.185363
[22:57:28.388] iteration 3414 : loss : 0.148910, loss_ce: 0.023878, loss_dice: 0.232265
[22:57:28.758] iteration 3415 : loss : 0.114948, loss_ce: 0.034199, loss_dice: 0.168781
[22:57:29.184] iteration 3416 : loss : 0.085733, loss_ce: 0.032508, loss_dice: 0.121217
[22:57:32.622] iteration 3417 : loss : 0.084281, loss_ce: 0.033376, loss_dice: 0.118218
[22:57:33.051] iteration 3418 : loss : 0.078045, loss_ce: 0.020798, loss_dice: 0.116209
[22:57:33.398] iteration 3419 : loss : 0.116934, loss_ce: 0.024197, loss_dice: 0.178758
[22:57:33.736] iteration 3420 : loss : 0.083496, loss_ce: 0.018828, loss_dice: 0.126608
[22:57:35.800] iteration 3421 : loss : 0.109002, loss_ce: 0.038729, loss_dice: 0.155850
[22:57:36.143] iteration 3422 : loss : 0.081964, loss_ce: 0.020719, loss_dice: 0.122794
[22:57:36.501] iteration 3423 : loss : 0.073470, loss_ce: 0.026450, loss_dice: 0.104816
[22:57:36.866] iteration 3424 : loss : 0.086590, loss_ce: 0.037253, loss_dice: 0.119482
[22:57:41.037] iteration 3425 : loss : 0.346659, loss_ce: 0.096301, loss_dice: 0.513565
[22:57:41.414] iteration 3426 : loss : 0.130769, loss_ce: 0.051789, loss_dice: 0.183423
[22:57:41.818] iteration 3427 : loss : 0.184154, loss_ce: 0.046093, loss_dice: 0.276195
[22:57:42.199] iteration 3428 : loss : 0.192275, loss_ce: 0.059764, loss_dice: 0.280615
[22:57:46.466] iteration 3429 : loss : 0.131481, loss_ce: 0.045035, loss_dice: 0.189111
[22:57:46.844] iteration 3430 : loss : 0.151913, loss_ce: 0.024153, loss_dice: 0.237086
[22:57:47.188] iteration 3431 : loss : 0.086745, loss_ce: 0.038821, loss_dice: 0.118695
[22:57:47.559] iteration 3432 : loss : 0.164050, loss_ce: 0.033505, loss_dice: 0.251080
[22:57:50.501] iteration 3433 : loss : 0.146756, loss_ce: 0.054093, loss_dice: 0.208531
[22:57:50.905] iteration 3434 : loss : 0.098373, loss_ce: 0.029968, loss_dice: 0.143976
[22:57:51.288] iteration 3435 : loss : 0.113969, loss_ce: 0.047956, loss_dice: 0.157978
[22:57:51.631] iteration 3436 : loss : 0.114816, loss_ce: 0.030484, loss_dice: 0.171037
[22:57:54.709] iteration 3437 : loss : 0.090905, loss_ce: 0.023882, loss_dice: 0.135587
[22:57:55.048] iteration 3438 : loss : 0.124801, loss_ce: 0.012700, loss_dice: 0.199534
[22:57:55.386] iteration 3439 : loss : 0.177366, loss_ce: 0.039040, loss_dice: 0.269583
[22:57:55.724] iteration 3440 : loss : 0.254056, loss_ce: 0.053321, loss_dice: 0.387879
[22:57:55.799] iteration 3441 : loss : 0.243766, loss_ce: 0.089692, loss_dice: 0.346481
[22:57:55.836] epoch 37 : avg_loss : 0.127593, avg_ce: 0.039908, avg_dice: 0.186049
[22:58:01.033] iteration 3442 : loss : 0.123963, loss_ce: 0.028398, loss_dice: 0.187672
[22:58:01.469] iteration 3443 : loss : 0.089691, loss_ce: 0.028902, loss_dice: 0.130217
[22:58:01.841] iteration 3444 : loss : 0.138437, loss_ce: 0.025735, loss_dice: 0.213572
[22:58:02.227] iteration 3445 : loss : 0.119707, loss_ce: 0.048300, loss_dice: 0.167312
[22:58:06.614] iteration 3446 : loss : 0.150942, loss_ce: 0.065454, loss_dice: 0.207934
[22:58:06.960] iteration 3447 : loss : 0.146228, loss_ce: 0.028366, loss_dice: 0.224803
[22:58:07.429] iteration 3448 : loss : 0.168894, loss_ce: 0.046303, loss_dice: 0.250621
[22:58:07.775] iteration 3449 : loss : 0.116490, loss_ce: 0.040038, loss_dice: 0.167459
[22:58:13.806] iteration 3450 : loss : 0.099651, loss_ce: 0.035621, loss_dice: 0.142338
[22:58:14.186] iteration 3451 : loss : 0.196207, loss_ce: 0.043463, loss_dice: 0.298036
[22:58:14.618] iteration 3452 : loss : 0.099261, loss_ce: 0.036369, loss_dice: 0.141190
[22:58:15.036] iteration 3453 : loss : 0.096441, loss_ce: 0.035352, loss_dice: 0.137167
[22:58:16.988] iteration 3454 : loss : 0.106499, loss_ce: 0.037781, loss_dice: 0.152311
[22:58:17.327] iteration 3455 : loss : 0.164631, loss_ce: 0.040281, loss_dice: 0.247530
[22:58:17.673] iteration 3456 : loss : 0.144767, loss_ce: 0.020929, loss_dice: 0.227325
[22:58:18.056] iteration 3457 : loss : 0.105822, loss_ce: 0.059376, loss_dice: 0.136786
[22:58:19.578] iteration 3458 : loss : 0.163834, loss_ce: 0.050445, loss_dice: 0.239428
[22:58:19.956] iteration 3459 : loss : 0.123242, loss_ce: 0.041845, loss_dice: 0.177506
[22:58:20.313] iteration 3460 : loss : 0.117067, loss_ce: 0.045983, loss_dice: 0.164457
[22:58:20.720] iteration 3461 : loss : 0.096223, loss_ce: 0.027229, loss_dice: 0.142219
[22:58:24.081] iteration 3462 : loss : 0.217963, loss_ce: 0.056545, loss_dice: 0.325575
[22:58:24.436] iteration 3463 : loss : 0.114017, loss_ce: 0.041665, loss_dice: 0.162252
[22:58:24.802] iteration 3464 : loss : 0.094797, loss_ce: 0.039189, loss_dice: 0.131869
[22:58:25.159] iteration 3465 : loss : 0.123563, loss_ce: 0.048445, loss_dice: 0.173642
[22:58:28.016] iteration 3466 : loss : 0.078618, loss_ce: 0.031967, loss_dice: 0.109718
[22:58:28.444] iteration 3467 : loss : 0.094766, loss_ce: 0.037446, loss_dice: 0.132980
[22:58:28.807] iteration 3468 : loss : 0.150080, loss_ce: 0.032307, loss_dice: 0.228595
[22:58:29.290] iteration 3469 : loss : 0.168941, loss_ce: 0.032495, loss_dice: 0.259905
[22:58:32.783] iteration 3470 : loss : 0.182724, loss_ce: 0.033227, loss_dice: 0.282388
[22:58:33.156] iteration 3471 : loss : 0.080898, loss_ce: 0.034623, loss_dice: 0.111748
[22:58:33.504] iteration 3472 : loss : 0.190188, loss_ce: 0.028436, loss_dice: 0.298023
[22:58:33.854] iteration 3473 : loss : 0.109902, loss_ce: 0.026353, loss_dice: 0.165601
[22:58:38.792] iteration 3474 : loss : 0.120919, loss_ce: 0.022591, loss_dice: 0.186470
[22:58:39.182] iteration 3475 : loss : 0.150964, loss_ce: 0.055064, loss_dice: 0.214897
[22:58:39.574] iteration 3476 : loss : 0.099272, loss_ce: 0.024309, loss_dice: 0.149247
[22:58:39.945] iteration 3477 : loss : 0.118578, loss_ce: 0.043542, loss_dice: 0.168603
[22:58:42.945] iteration 3478 : loss : 0.122389, loss_ce: 0.029607, loss_dice: 0.184244
[22:58:43.343] iteration 3479 : loss : 0.077864, loss_ce: 0.030406, loss_dice: 0.109502
[22:58:43.722] iteration 3480 : loss : 0.082872, loss_ce: 0.035309, loss_dice: 0.114580
[22:58:44.490] iteration 3481 : loss : 0.106684, loss_ce: 0.064880, loss_dice: 0.134553
[22:58:49.891] iteration 3482 : loss : 0.057549, loss_ce: 0.018568, loss_dice: 0.083536
[22:58:50.254] iteration 3483 : loss : 0.214700, loss_ce: 0.050188, loss_dice: 0.324375
[22:58:50.605] iteration 3484 : loss : 0.126988, loss_ce: 0.033413, loss_dice: 0.189372
[22:58:51.095] iteration 3485 : loss : 0.092066, loss_ce: 0.029239, loss_dice: 0.133951
[22:58:55.989] iteration 3486 : loss : 0.180041, loss_ce: 0.071397, loss_dice: 0.252470
[22:58:56.328] iteration 3487 : loss : 0.126647, loss_ce: 0.053253, loss_dice: 0.175577
[22:58:56.796] iteration 3488 : loss : 0.188322, loss_ce: 0.055197, loss_dice: 0.277072
[22:58:57.166] iteration 3489 : loss : 0.198243, loss_ce: 0.048942, loss_dice: 0.297776
[22:59:01.388] iteration 3490 : loss : 0.105606, loss_ce: 0.041899, loss_dice: 0.148077
[22:59:01.737] iteration 3491 : loss : 0.145379, loss_ce: 0.017436, loss_dice: 0.230674
[22:59:02.142] iteration 3492 : loss : 0.080779, loss_ce: 0.023489, loss_dice: 0.118972
[22:59:02.502] iteration 3493 : loss : 0.102451, loss_ce: 0.037009, loss_dice: 0.146078
[22:59:06.826] iteration 3494 : loss : 0.113918, loss_ce: 0.028958, loss_dice: 0.170558
[22:59:07.195] iteration 3495 : loss : 0.152271, loss_ce: 0.022688, loss_dice: 0.238659
[22:59:07.617] iteration 3496 : loss : 0.092273, loss_ce: 0.034946, loss_dice: 0.130491
[22:59:07.985] iteration 3497 : loss : 0.098343, loss_ce: 0.030426, loss_dice: 0.143621
[22:59:10.709] iteration 3498 : loss : 0.205402, loss_ce: 0.085987, loss_dice: 0.285012
[22:59:11.085] iteration 3499 : loss : 0.203172, loss_ce: 0.044148, loss_dice: 0.309188
[22:59:11.452] iteration 3500 : loss : 0.118933, loss_ce: 0.051670, loss_dice: 0.163775
[22:59:11.860] iteration 3501 : loss : 0.176729, loss_ce: 0.038803, loss_dice: 0.268680
[22:59:15.694] iteration 3502 : loss : 0.148931, loss_ce: 0.036126, loss_dice: 0.224135
[22:59:16.038] iteration 3503 : loss : 0.091101, loss_ce: 0.040180, loss_dice: 0.125048
[22:59:16.410] iteration 3504 : loss : 0.118908, loss_ce: 0.018708, loss_dice: 0.185708
[22:59:16.780] iteration 3505 : loss : 0.083703, loss_ce: 0.028200, loss_dice: 0.120706
[22:59:19.239] iteration 3506 : loss : 0.168140, loss_ce: 0.024963, loss_dice: 0.263591
[22:59:19.643] iteration 3507 : loss : 0.107788, loss_ce: 0.031818, loss_dice: 0.158434
[22:59:20.031] iteration 3508 : loss : 0.077184, loss_ce: 0.031477, loss_dice: 0.107655
[22:59:20.433] iteration 3509 : loss : 0.079046, loss_ce: 0.037235, loss_dice: 0.106919
[22:59:24.638] iteration 3510 : loss : 0.096491, loss_ce: 0.035977, loss_dice: 0.136834
[22:59:24.984] iteration 3511 : loss : 0.239124, loss_ce: 0.059394, loss_dice: 0.358945
[22:59:25.338] iteration 3512 : loss : 0.133188, loss_ce: 0.062342, loss_dice: 0.180419
[22:59:25.685] iteration 3513 : loss : 0.093589, loss_ce: 0.028351, loss_dice: 0.137081
[22:59:27.587] iteration 3514 : loss : 0.163249, loss_ce: 0.041225, loss_dice: 0.244598
[22:59:27.991] iteration 3515 : loss : 0.056710, loss_ce: 0.013833, loss_dice: 0.085294
[22:59:28.375] iteration 3516 : loss : 0.151756, loss_ce: 0.029274, loss_dice: 0.233410
[22:59:28.770] iteration 3517 : loss : 0.111733, loss_ce: 0.031433, loss_dice: 0.165266
[22:59:32.472] iteration 3518 : loss : 0.062837, loss_ce: 0.021469, loss_dice: 0.090416
[22:59:32.827] iteration 3519 : loss : 0.175945, loss_ce: 0.049534, loss_dice: 0.260219
[22:59:33.176] iteration 3520 : loss : 0.132180, loss_ce: 0.047452, loss_dice: 0.188666
[22:59:33.585] iteration 3521 : loss : 0.132001, loss_ce: 0.035323, loss_dice: 0.196453
[22:59:37.908] iteration 3522 : loss : 0.137229, loss_ce: 0.037746, loss_dice: 0.203551
[22:59:38.246] iteration 3523 : loss : 0.119043, loss_ce: 0.038649, loss_dice: 0.172638
[22:59:38.637] iteration 3524 : loss : 0.090600, loss_ce: 0.020725, loss_dice: 0.137184
[22:59:39.058] iteration 3525 : loss : 0.199101, loss_ce: 0.029679, loss_dice: 0.312049
[22:59:42.608] iteration 3526 : loss : 0.127001, loss_ce: 0.048247, loss_dice: 0.179504
[22:59:43.075] iteration 3527 : loss : 0.156177, loss_ce: 0.034600, loss_dice: 0.237228
[22:59:43.530] iteration 3528 : loss : 0.243043, loss_ce: 0.222651, loss_dice: 0.256638
[22:59:43.970] iteration 3529 : loss : 0.129679, loss_ce: 0.081035, loss_dice: 0.162108
[22:59:46.883] iteration 3530 : loss : 0.087203, loss_ce: 0.024316, loss_dice: 0.129127
[22:59:47.221] iteration 3531 : loss : 0.111718, loss_ce: 0.039266, loss_dice: 0.160019
[22:59:47.562] iteration 3532 : loss : 0.144812, loss_ce: 0.057764, loss_dice: 0.202844
[22:59:47.900] iteration 3533 : loss : 0.161611, loss_ce: 0.063697, loss_dice: 0.226887
[22:59:47.975] iteration 3534 : loss : 0.489386, loss_ce: 0.024592, loss_dice: 0.799248
[22:59:48.026] epoch 38 : avg_loss : 0.133914, avg_ce: 0.040640, avg_dice: 0.196097
[22:59:53.473] iteration 3535 : loss : 0.164522, loss_ce: 0.048876, loss_dice: 0.241619
[22:59:53.903] iteration 3536 : loss : 0.119164, loss_ce: 0.051074, loss_dice: 0.164557
[22:59:54.283] iteration 3537 : loss : 0.109102, loss_ce: 0.042214, loss_dice: 0.153694
[22:59:54.699] iteration 3538 : loss : 0.108180, loss_ce: 0.044442, loss_dice: 0.150673
[22:59:57.510] iteration 3539 : loss : 0.124047, loss_ce: 0.046974, loss_dice: 0.175429
[22:59:58.050] iteration 3540 : loss : 0.129878, loss_ce: 0.035174, loss_dice: 0.193014
[22:59:58.504] iteration 3541 : loss : 0.173702, loss_ce: 0.052079, loss_dice: 0.254784
[22:59:58.945] iteration 3542 : loss : 0.116782, loss_ce: 0.036571, loss_dice: 0.170255
[23:00:06.193] iteration 3543 : loss : 0.100385, loss_ce: 0.031752, loss_dice: 0.146141
[23:00:06.592] iteration 3544 : loss : 0.173561, loss_ce: 0.058079, loss_dice: 0.250550
[23:00:06.934] iteration 3545 : loss : 0.138644, loss_ce: 0.055739, loss_dice: 0.193914
[23:00:07.272] iteration 3546 : loss : 0.232416, loss_ce: 0.092311, loss_dice: 0.325820
[23:00:09.135] iteration 3547 : loss : 0.165740, loss_ce: 0.038755, loss_dice: 0.250397
[23:00:09.517] iteration 3548 : loss : 0.123250, loss_ce: 0.053373, loss_dice: 0.169835
[23:00:10.226] iteration 3549 : loss : 0.101975, loss_ce: 0.038064, loss_dice: 0.144582
[23:00:10.565] iteration 3550 : loss : 0.148116, loss_ce: 0.039007, loss_dice: 0.220856
[23:00:11.753] iteration 3551 : loss : 0.143752, loss_ce: 0.043096, loss_dice: 0.210856
[23:00:12.189] iteration 3552 : loss : 0.083588, loss_ce: 0.031009, loss_dice: 0.118640
[23:00:12.631] iteration 3553 : loss : 0.138298, loss_ce: 0.048260, loss_dice: 0.198323
[23:00:13.048] iteration 3554 : loss : 0.231420, loss_ce: 0.040684, loss_dice: 0.358577
[23:00:16.046] iteration 3555 : loss : 0.146115, loss_ce: 0.044283, loss_dice: 0.214003
[23:00:16.468] iteration 3556 : loss : 0.163026, loss_ce: 0.052629, loss_dice: 0.236624
[23:00:16.844] iteration 3557 : loss : 0.190484, loss_ce: 0.076225, loss_dice: 0.266657
[23:00:17.207] iteration 3558 : loss : 0.119024, loss_ce: 0.033780, loss_dice: 0.175853
[23:00:20.252] iteration 3559 : loss : 0.084680, loss_ce: 0.021887, loss_dice: 0.126541
[23:00:20.622] iteration 3560 : loss : 0.105685, loss_ce: 0.035622, loss_dice: 0.152394
[23:00:21.032] iteration 3561 : loss : 0.150592, loss_ce: 0.030015, loss_dice: 0.230976
[23:00:21.408] iteration 3562 : loss : 0.083832, loss_ce: 0.025609, loss_dice: 0.122648
[23:00:25.062] iteration 3563 : loss : 0.118826, loss_ce: 0.035601, loss_dice: 0.174309
[23:00:25.439] iteration 3564 : loss : 0.100590, loss_ce: 0.042242, loss_dice: 0.139490
[23:00:27.175] iteration 3565 : loss : 0.088826, loss_ce: 0.014264, loss_dice: 0.138533
[23:00:27.515] iteration 3566 : loss : 0.093933, loss_ce: 0.040099, loss_dice: 0.129822
[23:00:33.320] iteration 3567 : loss : 0.123193, loss_ce: 0.029662, loss_dice: 0.185548
[23:00:33.757] iteration 3568 : loss : 0.136196, loss_ce: 0.040951, loss_dice: 0.199693
[23:00:34.122] iteration 3569 : loss : 0.086059, loss_ce: 0.023487, loss_dice: 0.127774
[23:00:34.529] iteration 3570 : loss : 0.079164, loss_ce: 0.037065, loss_dice: 0.107231
[23:00:37.410] iteration 3571 : loss : 0.111236, loss_ce: 0.052728, loss_dice: 0.150242
[23:00:37.782] iteration 3572 : loss : 0.086327, loss_ce: 0.033657, loss_dice: 0.121439
[23:00:38.161] iteration 3573 : loss : 0.090349, loss_ce: 0.035698, loss_dice: 0.126783
[23:00:38.525] iteration 3574 : loss : 0.115254, loss_ce: 0.036536, loss_dice: 0.167732
[23:00:44.218] iteration 3575 : loss : 0.112047, loss_ce: 0.022684, loss_dice: 0.171622
[23:00:44.648] iteration 3576 : loss : 0.098848, loss_ce: 0.038317, loss_dice: 0.139201
[23:00:45.072] iteration 3577 : loss : 0.083143, loss_ce: 0.034252, loss_dice: 0.115738
[23:00:45.462] iteration 3578 : loss : 0.125687, loss_ce: 0.034480, loss_dice: 0.186492
[23:00:49.637] iteration 3579 : loss : 0.218198, loss_ce: 0.046356, loss_dice: 0.332759
[23:00:50.059] iteration 3580 : loss : 0.204076, loss_ce: 0.050600, loss_dice: 0.306393
[23:00:50.404] iteration 3581 : loss : 0.129566, loss_ce: 0.031088, loss_dice: 0.195218
[23:00:50.744] iteration 3582 : loss : 0.165194, loss_ce: 0.073025, loss_dice: 0.226640
[23:00:55.282] iteration 3583 : loss : 0.085985, loss_ce: 0.029740, loss_dice: 0.123482
[23:00:55.658] iteration 3584 : loss : 0.145091, loss_ce: 0.034070, loss_dice: 0.219106
[23:00:56.931] iteration 3585 : loss : 0.138670, loss_ce: 0.064575, loss_dice: 0.188067
[23:00:57.282] iteration 3586 : loss : 0.175223, loss_ce: 0.058273, loss_dice: 0.253189
[23:00:59.758] iteration 3587 : loss : 0.133206, loss_ce: 0.040989, loss_dice: 0.194684
[23:01:00.115] iteration 3588 : loss : 0.148090, loss_ce: 0.053482, loss_dice: 0.211162
[23:01:01.545] iteration 3589 : loss : 0.102361, loss_ce: 0.039448, loss_dice: 0.144304
[23:01:01.890] iteration 3590 : loss : 0.163404, loss_ce: 0.045900, loss_dice: 0.241741
[23:01:03.629] iteration 3591 : loss : 0.218087, loss_ce: 0.058969, loss_dice: 0.324165
[23:01:03.995] iteration 3592 : loss : 0.141633, loss_ce: 0.058055, loss_dice: 0.197352
[23:01:05.098] iteration 3593 : loss : 0.105963, loss_ce: 0.039955, loss_dice: 0.149968
[23:01:05.453] iteration 3594 : loss : 0.133192, loss_ce: 0.039260, loss_dice: 0.195814
[23:01:07.464] iteration 3595 : loss : 0.253489, loss_ce: 0.030921, loss_dice: 0.401867
[23:01:07.851] iteration 3596 : loss : 0.090191, loss_ce: 0.034205, loss_dice: 0.127515
[23:01:09.177] iteration 3597 : loss : 0.075569, loss_ce: 0.025498, loss_dice: 0.108949
[23:01:09.534] iteration 3598 : loss : 0.100358, loss_ce: 0.029339, loss_dice: 0.147703
[23:01:10.782] iteration 3599 : loss : 0.088597, loss_ce: 0.041073, loss_dice: 0.120279
[23:01:11.162] iteration 3600 : loss : 0.097755, loss_ce: 0.022047, loss_dice: 0.148226
[23:01:13.271] iteration 3601 : loss : 0.103229, loss_ce: 0.020233, loss_dice: 0.158559
[23:01:13.704] iteration 3602 : loss : 0.176327, loss_ce: 0.022384, loss_dice: 0.278956
[23:01:15.623] iteration 3603 : loss : 0.110854, loss_ce: 0.040580, loss_dice: 0.157704
[23:01:16.015] iteration 3604 : loss : 0.124637, loss_ce: 0.024585, loss_dice: 0.191338
[23:01:17.991] iteration 3605 : loss : 0.179721, loss_ce: 0.037939, loss_dice: 0.274242
[23:01:18.444] iteration 3606 : loss : 0.089818, loss_ce: 0.020501, loss_dice: 0.136030
[23:01:18.849] iteration 3607 : loss : 0.103616, loss_ce: 0.023932, loss_dice: 0.156738
[23:01:19.260] iteration 3608 : loss : 0.134448, loss_ce: 0.041384, loss_dice: 0.196491
[23:01:21.303] iteration 3609 : loss : 0.136448, loss_ce: 0.030695, loss_dice: 0.206949
[23:01:21.680] iteration 3610 : loss : 0.120858, loss_ce: 0.024382, loss_dice: 0.185176
[23:01:23.021] iteration 3611 : loss : 0.163541, loss_ce: 0.047943, loss_dice: 0.240605
[23:01:23.405] iteration 3612 : loss : 0.108448, loss_ce: 0.031278, loss_dice: 0.159895
[23:01:26.860] iteration 3613 : loss : 0.168931, loss_ce: 0.050416, loss_dice: 0.247940
[23:01:27.224] iteration 3614 : loss : 0.165976, loss_ce: 0.024760, loss_dice: 0.260119
[23:01:28.675] iteration 3615 : loss : 0.190600, loss_ce: 0.032149, loss_dice: 0.296235
[23:01:29.056] iteration 3616 : loss : 0.104323, loss_ce: 0.030451, loss_dice: 0.153571
[23:01:31.836] iteration 3617 : loss : 0.107100, loss_ce: 0.028679, loss_dice: 0.159381
[23:01:32.214] iteration 3618 : loss : 0.091390, loss_ce: 0.042793, loss_dice: 0.123788
[23:01:33.908] iteration 3619 : loss : 0.193268, loss_ce: 0.091363, loss_dice: 0.261205
[23:01:34.253] iteration 3620 : loss : 0.105473, loss_ce: 0.046276, loss_dice: 0.144937
[23:01:37.243] iteration 3621 : loss : 0.079584, loss_ce: 0.038038, loss_dice: 0.107282
[23:01:37.615] iteration 3622 : loss : 0.155921, loss_ce: 0.041851, loss_dice: 0.231968
[23:01:37.964] iteration 3623 : loss : 0.255439, loss_ce: 0.089667, loss_dice: 0.365953
[23:01:38.381] iteration 3624 : loss : 0.139757, loss_ce: 0.039645, loss_dice: 0.206499
[23:01:40.156] iteration 3625 : loss : 0.173382, loss_ce: 0.035572, loss_dice: 0.265255
[23:01:40.495] iteration 3626 : loss : 0.115488, loss_ce: 0.038878, loss_dice: 0.166561
[23:01:40.569] iteration 3627 : loss : 0.141697, loss_ce: 0.019004, loss_dice: 0.223493
[23:01:40.626] epoch 39 : avg_loss : 0.133052, avg_ce: 0.040447, avg_dice: 0.194788
[23:01:45.767] iteration 3628 : loss : 0.098325, loss_ce: 0.036328, loss_dice: 0.139656
[23:01:46.166] iteration 3629 : loss : 0.131704, loss_ce: 0.032595, loss_dice: 0.197777
[23:01:46.608] iteration 3630 : loss : 0.175367, loss_ce: 0.027134, loss_dice: 0.274189
[23:01:47.038] iteration 3631 : loss : 0.126436, loss_ce: 0.042382, loss_dice: 0.182472
[23:01:49.552] iteration 3632 : loss : 0.105063, loss_ce: 0.034717, loss_dice: 0.151961
[23:01:49.941] iteration 3633 : loss : 0.138314, loss_ce: 0.058635, loss_dice: 0.191433
[23:01:50.478] iteration 3634 : loss : 0.132100, loss_ce: 0.052803, loss_dice: 0.184966
[23:01:50.852] iteration 3635 : loss : 0.124152, loss_ce: 0.066737, loss_dice: 0.162428
[23:01:57.665] iteration 3636 : loss : 0.246485, loss_ce: 0.045942, loss_dice: 0.380179
[23:01:58.031] iteration 3637 : loss : 0.248811, loss_ce: 0.055184, loss_dice: 0.377896
[23:01:59.514] iteration 3638 : loss : 0.105593, loss_ce: 0.031645, loss_dice: 0.154892
[23:02:00.044] iteration 3639 : loss : 0.124709, loss_ce: 0.028640, loss_dice: 0.188755
[23:02:00.415] iteration 3640 : loss : 0.142285, loss_ce: 0.041532, loss_dice: 0.209454
[23:02:00.764] iteration 3641 : loss : 0.083715, loss_ce: 0.026350, loss_dice: 0.121957
[23:02:02.443] iteration 3642 : loss : 0.123288, loss_ce: 0.046392, loss_dice: 0.174552
[23:02:02.915] iteration 3643 : loss : 0.104262, loss_ce: 0.045304, loss_dice: 0.143567
[23:02:03.542] iteration 3644 : loss : 0.111338, loss_ce: 0.034582, loss_dice: 0.162510
