[06:11:55.256] 学习率0.05,训练200轮,batch为24
[06:39:08.278] iteration 1355 : loss : 0.194371, loss_ce: 0.071664, loss_dice: 0.276176
[06:39:10.360] iteration 1356 : loss : 0.196512, loss_ce: 0.067600, loss_dice: 0.282454
[06:39:10.745] iteration 1357 : loss : 0.252901, loss_ce: 0.060080, loss_dice: 0.381448
[06:39:11.132] iteration 1358 : loss : 0.192298, loss_ce: 0.076507, loss_dice: 0.269492
[06:39:12.724] iteration 1359 : loss : 0.200959, loss_ce: 0.049670, loss_dice: 0.301819
[06:39:14.316] iteration 1360 : loss : 0.195208, loss_ce: 0.089173, loss_dice: 0.265897
[06:39:14.688] iteration 1361 : loss : 0.147309, loss_ce: 0.055522, loss_dice: 0.208500
[06:39:15.057] iteration 1362 : loss : 0.266672, loss_ce: 0.093103, loss_dice: 0.382385
[06:39:16.954] iteration 1363 : loss : 0.232356, loss_ce: 0.033331, loss_dice: 0.365039
[06:39:18.052] iteration 1364 : loss : 0.121933, loss_ce: 0.058874, loss_dice: 0.163972
[06:39:18.396] iteration 1365 : loss : 0.103880, loss_ce: 0.027256, loss_dice: 0.154964
[06:39:18.745] iteration 1366 : loss : 0.140398, loss_ce: 0.060330, loss_dice: 0.193777
[06:39:20.556] iteration 1367 : loss : 0.185946, loss_ce: 0.040518, loss_dice: 0.282898
[06:39:21.602] iteration 1368 : loss : 0.162578, loss_ce: 0.036785, loss_dice: 0.246441
[06:39:21.997] iteration 1369 : loss : 0.182731, loss_ce: 0.053593, loss_dice: 0.268824
[06:39:22.450] iteration 1370 : loss : 0.193527, loss_ce: 0.095384, loss_dice: 0.258956
[06:39:25.911] iteration 1371 : loss : 0.318845, loss_ce: 0.112474, loss_dice: 0.456426
[06:39:26.774] iteration 1372 : loss : 0.191350, loss_ce: 0.049037, loss_dice: 0.286225
[06:39:27.118] iteration 1373 : loss : 0.174082, loss_ce: 0.040801, loss_dice: 0.262936
[06:39:27.465] iteration 1374 : loss : 0.179864, loss_ce: 0.089878, loss_dice: 0.239855
[06:39:28.670] iteration 1375 : loss : 0.206785, loss_ce: 0.063333, loss_dice: 0.302420
[06:39:29.459] iteration 1376 : loss : 0.205676, loss_ce: 0.058544, loss_dice: 0.303764
[06:39:29.810] iteration 1377 : loss : 0.172263, loss_ce: 0.042407, loss_dice: 0.258834
[06:39:30.189] iteration 1378 : loss : 0.152275, loss_ce: 0.067919, loss_dice: 0.208513
[06:39:33.136] iteration 1379 : loss : 0.184995, loss_ce: 0.064005, loss_dice: 0.265656
[06:39:35.178] iteration 1380 : loss : 0.226154, loss_ce: 0.043592, loss_dice: 0.347863
[06:39:35.535] iteration 1381 : loss : 0.142788, loss_ce: 0.037969, loss_dice: 0.212668
[06:39:36.035] iteration 1382 : loss : 0.212634, loss_ce: 0.078549, loss_dice: 0.302024
[06:39:39.202] iteration 1383 : loss : 0.193142, loss_ce: 0.045619, loss_dice: 0.291491
[06:39:40.213] iteration 1384 : loss : 0.166034, loss_ce: 0.068057, loss_dice: 0.231352
[06:39:40.557] iteration 1385 : loss : 0.154980, loss_ce: 0.065316, loss_dice: 0.214755
[06:39:40.944] iteration 1386 : loss : 0.158110, loss_ce: 0.050499, loss_dice: 0.229851
[06:39:43.485] iteration 1387 : loss : 0.189231, loss_ce: 0.068600, loss_dice: 0.269652
[06:39:45.201] iteration 1388 : loss : 0.209079, loss_ce: 0.079725, loss_dice: 0.295315
[06:39:45.594] iteration 1389 : loss : 0.261648, loss_ce: 0.055842, loss_dice: 0.398853
[06:39:45.953] iteration 1390 : loss : 0.174737, loss_ce: 0.060756, loss_dice: 0.250725
[06:39:48.160] iteration 1391 : loss : 0.164811, loss_ce: 0.084074, loss_dice: 0.218635
[06:39:49.020] iteration 1392 : loss : 0.164650, loss_ce: 0.063398, loss_dice: 0.232152
[06:39:49.360] iteration 1393 : loss : 0.201619, loss_ce: 0.061034, loss_dice: 0.295342
[06:39:49.701] iteration 1394 : loss : 0.134408, loss_ce: 0.053316, loss_dice: 0.188470
[06:39:49.786] iteration 1395 : loss : 0.369999, loss_ce: 0.024936, loss_dice: 0.600040
[06:39:49.840] epoch 15 : avg_loss : 0.195130, avg_ce: 0.062008, avg_dice: 0.283878
[06:39:54.492] iteration 1396 : loss : 0.198782, loss_ce: 0.071898, loss_dice: 0.283371
[06:39:54.895] iteration 1397 : loss : 0.171077, loss_ce: 0.053500, loss_dice: 0.249462
[06:39:55.291] iteration 1398 : loss : 0.200255, loss_ce: 0.065590, loss_dice: 0.290031
[06:39:55.701] iteration 1399 : loss : 0.185332, loss_ce: 0.060092, loss_dice: 0.268826
[06:39:59.219] iteration 1400 : loss : 0.275332, loss_ce: 0.049740, loss_dice: 0.425726
[06:39:59.583] iteration 1401 : loss : 0.153426, loss_ce: 0.051088, loss_dice: 0.221651
[06:39:59.985] iteration 1402 : loss : 0.230541, loss_ce: 0.084105, loss_dice: 0.328165
[06:40:00.356] iteration 1403 : loss : 0.148122, loss_ce: 0.048237, loss_dice: 0.214713
[06:40:06.401] iteration 1404 : loss : 0.168668, loss_ce: 0.027312, loss_dice: 0.262905
[06:40:06.763] iteration 1405 : loss : 0.218558, loss_ce: 0.081275, loss_dice: 0.310080
[06:40:07.155] iteration 1406 : loss : 0.240717, loss_ce: 0.103088, loss_dice: 0.332470
[06:40:07.568] iteration 1407 : loss : 0.164211, loss_ce: 0.054470, loss_dice: 0.237372
[06:40:09.715] iteration 1408 : loss : 0.221353, loss_ce: 0.060798, loss_dice: 0.328390
[06:40:10.550] iteration 1409 : loss : 0.218089, loss_ce: 0.058079, loss_dice: 0.324762
[06:40:10.918] iteration 1410 : loss : 0.169274, loss_ce: 0.049781, loss_dice: 0.248936
[06:40:11.261] iteration 1411 : loss : 0.132039, loss_ce: 0.040516, loss_dice: 0.193054
[06:40:11.780] iteration 1412 : loss : 0.210195, loss_ce: 0.078042, loss_dice: 0.298297
[06:40:12.707] iteration 1413 : loss : 0.179536, loss_ce: 0.064031, loss_dice: 0.256539
[06:40:13.103] iteration 1414 : loss : 0.227776, loss_ce: 0.090253, loss_dice: 0.319458
[06:40:13.488] iteration 1415 : loss : 0.179372, loss_ce: 0.062558, loss_dice: 0.257248
[06:40:15.425] iteration 1416 : loss : 0.248822, loss_ce: 0.096273, loss_dice: 0.350521
[06:40:16.181] iteration 1417 : loss : 0.184119, loss_ce: 0.057040, loss_dice: 0.268839
[06:40:16.579] iteration 1418 : loss : 0.137337, loss_ce: 0.048076, loss_dice: 0.196845
[06:40:17.186] iteration 1419 : loss : 0.238761, loss_ce: 0.063164, loss_dice: 0.355826
[06:40:20.237] iteration 1420 : loss : 0.168221, loss_ce: 0.037633, loss_dice: 0.255280
[06:40:21.056] iteration 1421 : loss : 0.192610, loss_ce: 0.051170, loss_dice: 0.286903
[06:40:21.427] iteration 1422 : loss : 0.177907, loss_ce: 0.034710, loss_dice: 0.273372
[06:40:21.781] iteration 1423 : loss : 0.139834, loss_ce: 0.053488, loss_dice: 0.197398
[06:40:23.941] iteration 1424 : loss : 0.148512, loss_ce: 0.033479, loss_dice: 0.225202
[06:40:26.259] iteration 1425 : loss : 0.153744, loss_ce: 0.032917, loss_dice: 0.234296
[06:40:26.688] iteration 1426 : loss : 0.170902, loss_ce: 0.055097, loss_dice: 0.248105
[06:40:27.077] iteration 1427 : loss : 0.166621, loss_ce: 0.054358, loss_dice: 0.241463
[06:40:30.959] iteration 1428 : loss : 0.145770, loss_ce: 0.029057, loss_dice: 0.223579
[06:40:33.123] iteration 1429 : loss : 0.193697, loss_ce: 0.025006, loss_dice: 0.306158
[06:40:33.656] iteration 1430 : loss : 0.114746, loss_ce: 0.038640, loss_dice: 0.165483
[06:40:34.029] iteration 1431 : loss : 0.179408, loss_ce: 0.057509, loss_dice: 0.260675
[06:40:34.976] iteration 1432 : loss : 0.121866, loss_ce: 0.054031, loss_dice: 0.167090
[06:40:37.543] iteration 1433 : loss : 0.159984, loss_ce: 0.058167, loss_dice: 0.227861
[06:40:37.945] iteration 1434 : loss : 0.124465, loss_ce: 0.046695, loss_dice: 0.176311
[06:40:38.347] iteration 1435 : loss : 0.249898, loss_ce: 0.037732, loss_dice: 0.391342
[06:40:42.468] iteration 1436 : loss : 0.153076, loss_ce: 0.063353, loss_dice: 0.212892
[06:40:43.980] iteration 1437 : loss : 0.170965, loss_ce: 0.074867, loss_dice: 0.235030
[06:40:45.421] iteration 1438 : loss : 0.190282, loss_ce: 0.052382, loss_dice: 0.282215
[06:40:45.852] iteration 1439 : loss : 0.139746, loss_ce: 0.046561, loss_dice: 0.201870
[06:40:48.074] iteration 1440 : loss : 0.235105, loss_ce: 0.050985, loss_dice: 0.357852
[06:40:49.781] iteration 1441 : loss : 0.286164, loss_ce: 0.079578, loss_dice: 0.423888
[06:40:51.861] iteration 1442 : loss : 0.245657, loss_ce: 0.117362, loss_dice: 0.331186
[06:40:52.303] iteration 1443 : loss : 0.157346, loss_ce: 0.055584, loss_dice: 0.225188
[06:40:54.489] iteration 1444 : loss : 0.172765, loss_ce: 0.073554, loss_dice: 0.238906
[06:40:56.728] iteration 1445 : loss : 0.146183, loss_ce: 0.026447, loss_dice: 0.226007
[06:40:57.109] iteration 1446 : loss : 0.205460, loss_ce: 0.063708, loss_dice: 0.299961
[06:40:57.463] iteration 1447 : loss : 0.245625, loss_ce: 0.041156, loss_dice: 0.381938
[06:40:59.088] iteration 1448 : loss : 0.161771, loss_ce: 0.054147, loss_dice: 0.233521
[06:41:02.124] iteration 1449 : loss : 0.124252, loss_ce: 0.028817, loss_dice: 0.187876
[06:41:02.490] iteration 1450 : loss : 0.126499, loss_ce: 0.067031, loss_dice: 0.166145
[06:41:02.879] iteration 1451 : loss : 0.184115, loss_ce: 0.031155, loss_dice: 0.286087
[06:41:04.492] iteration 1452 : loss : 0.246169, loss_ce: 0.037749, loss_dice: 0.385115
[06:41:05.971] iteration 1453 : loss : 0.199647, loss_ce: 0.091817, loss_dice: 0.271534
[06:41:06.383] iteration 1454 : loss : 0.245443, loss_ce: 0.076720, loss_dice: 0.357924
[06:41:06.759] iteration 1455 : loss : 0.188267, loss_ce: 0.093047, loss_dice: 0.251746
[06:41:07.530] iteration 1456 : loss : 0.142794, loss_ce: 0.064839, loss_dice: 0.194763
[06:41:10.402] iteration 1457 : loss : 0.166491, loss_ce: 0.045197, loss_dice: 0.247353
[06:41:10.767] iteration 1458 : loss : 0.134958, loss_ce: 0.044455, loss_dice: 0.195293
[06:41:11.126] iteration 1459 : loss : 0.223521, loss_ce: 0.051636, loss_dice: 0.338111
[06:41:11.548] iteration 1460 : loss : 0.138751, loss_ce: 0.043882, loss_dice: 0.201997
[06:41:14.391] iteration 1461 : loss : 0.175367, loss_ce: 0.050415, loss_dice: 0.258668
[06:41:14.809] iteration 1462 : loss : 0.211465, loss_ce: 0.051168, loss_dice: 0.318330
[06:41:15.183] iteration 1463 : loss : 0.112601, loss_ce: 0.027879, loss_dice: 0.169082
[06:41:17.037] iteration 1464 : loss : 0.201997, loss_ce: 0.081869, loss_dice: 0.282082
[06:41:19.896] iteration 1465 : loss : 0.129948, loss_ce: 0.057456, loss_dice: 0.178276
[06:41:20.302] iteration 1466 : loss : 0.221220, loss_ce: 0.061895, loss_dice: 0.327436
[06:41:20.725] iteration 1467 : loss : 0.246558, loss_ce: 0.106858, loss_dice: 0.339691
[06:41:21.077] iteration 1468 : loss : 0.226964, loss_ce: 0.035756, loss_dice: 0.354436
[06:41:22.862] iteration 1469 : loss : 0.140288, loss_ce: 0.050821, loss_dice: 0.199933
[06:41:23.217] iteration 1470 : loss : 0.151164, loss_ce: 0.060960, loss_dice: 0.211299
[06:41:23.635] iteration 1471 : loss : 0.137396, loss_ce: 0.042544, loss_dice: 0.200630
[06:41:26.391] iteration 1472 : loss : 0.197437, loss_ce: 0.071580, loss_dice: 0.281341
[06:41:28.390] iteration 1473 : loss : 0.253191, loss_ce: 0.091782, loss_dice: 0.360798
[06:41:28.765] iteration 1474 : loss : 0.271930, loss_ce: 0.094624, loss_dice: 0.390134
[06:41:29.139] iteration 1475 : loss : 0.228479, loss_ce: 0.098660, loss_dice: 0.315026
[06:41:31.801] iteration 1476 : loss : 0.259953, loss_ce: 0.056301, loss_dice: 0.395721
[06:41:33.682] iteration 1477 : loss : 0.157288, loss_ce: 0.050142, loss_dice: 0.228718
[06:41:34.031] iteration 1478 : loss : 0.187879, loss_ce: 0.057326, loss_dice: 0.274914
[06:41:34.395] iteration 1479 : loss : 0.182075, loss_ce: 0.034566, loss_dice: 0.280414
[06:41:36.009] iteration 1480 : loss : 0.182160, loss_ce: 0.080811, loss_dice: 0.249725
[06:41:38.289] iteration 1481 : loss : 0.187893, loss_ce: 0.083840, loss_dice: 0.257262
[06:41:38.734] iteration 1482 : loss : 0.176826, loss_ce: 0.122516, loss_dice: 0.213032
[06:41:39.090] iteration 1483 : loss : 0.246139, loss_ce: 0.044632, loss_dice: 0.380477
[06:41:40.862] iteration 1484 : loss : 0.159982, loss_ce: 0.045694, loss_dice: 0.236174
[06:41:42.068] iteration 1485 : loss : 0.192095, loss_ce: 0.047071, loss_dice: 0.288777
[06:41:42.409] iteration 1486 : loss : 0.294223, loss_ce: 0.114692, loss_dice: 0.413910
[06:41:42.754] iteration 1487 : loss : 0.155970, loss_ce: 0.055686, loss_dice: 0.222827
[06:41:42.831] iteration 1488 : loss : 0.188385, loss_ce: 0.080607, loss_dice: 0.260237
[06:41:42.887] epoch 16 : avg_loss : 0.187288, avg_ce: 0.059708, avg_dice: 0.272341
[06:41:47.501] iteration 1489 : loss : 0.163264, loss_ce: 0.033121, loss_dice: 0.250026
[06:41:47.904] iteration 1490 : loss : 0.181853, loss_ce: 0.090398, loss_dice: 0.242823
[06:41:48.343] iteration 1491 : loss : 0.230219, loss_ce: 0.095686, loss_dice: 0.319907
[06:41:48.718] iteration 1492 : loss : 0.146570, loss_ce: 0.045503, loss_dice: 0.213948
[06:41:52.253] iteration 1493 : loss : 0.267561, loss_ce: 0.112322, loss_dice: 0.371053
[06:41:52.608] iteration 1494 : loss : 0.185568, loss_ce: 0.069517, loss_dice: 0.262935
[06:41:52.988] iteration 1495 : loss : 0.140452, loss_ce: 0.049239, loss_dice: 0.201261
[06:41:53.388] iteration 1496 : loss : 0.279566, loss_ce: 0.041963, loss_dice: 0.437968
[06:41:59.262] iteration 1497 : loss : 0.202823, loss_ce: 0.058168, loss_dice: 0.299259
[06:42:01.335] iteration 1498 : loss : 0.159229, loss_ce: 0.040614, loss_dice: 0.238305
[06:42:01.704] iteration 1499 : loss : 0.193657, loss_ce: 0.049263, loss_dice: 0.289920
[06:42:02.079] iteration 1500 : loss : 0.147346, loss_ce: 0.054039, loss_dice: 0.209550
[06:42:02.452] iteration 1501 : loss : 0.158466, loss_ce: 0.025447, loss_dice: 0.247145
[06:42:04.717] iteration 1502 : loss : 0.160954, loss_ce: 0.066885, loss_dice: 0.223667
[06:42:05.084] iteration 1503 : loss : 0.205235, loss_ce: 0.041073, loss_dice: 0.314676
[06:42:05.425] iteration 1504 : loss : 0.263130, loss_ce: 0.056728, loss_dice: 0.400731
[06:42:05.793] iteration 1505 : loss : 0.191076, loss_ce: 0.058421, loss_dice: 0.279513
[06:42:07.270] iteration 1506 : loss : 0.169365, loss_ce: 0.043362, loss_dice: 0.253368
[06:42:07.666] iteration 1507 : loss : 0.232537, loss_ce: 0.096521, loss_dice: 0.323214
[06:42:08.012] iteration 1508 : loss : 0.172424, loss_ce: 0.076172, loss_dice: 0.236592
[06:42:08.456] iteration 1509 : loss : 0.194394, loss_ce: 0.053223, loss_dice: 0.288508
[06:42:10.527] iteration 1510 : loss : 0.189299, loss_ce: 0.065138, loss_dice: 0.272074
[06:42:10.957] iteration 1511 : loss : 0.211533, loss_ce: 0.073652, loss_dice: 0.303454
[06:42:11.366] iteration 1512 : loss : 0.129245, loss_ce: 0.047955, loss_dice: 0.183438
[06:42:13.948] iteration 1513 : loss : 0.132048, loss_ce: 0.050949, loss_dice: 0.186114
[06:42:15.431] iteration 1514 : loss : 0.168598, loss_ce: 0.036673, loss_dice: 0.256549
[06:42:15.779] iteration 1515 : loss : 0.150112, loss_ce: 0.073660, loss_dice: 0.201080
[06:42:16.177] iteration 1516 : loss : 0.099690, loss_ce: 0.025300, loss_dice: 0.149283
[06:42:18.600] iteration 1517 : loss : 0.190334, loss_ce: 0.052334, loss_dice: 0.282333
[06:42:20.455] iteration 1518 : loss : 0.184368, loss_ce: 0.058637, loss_dice: 0.268188
[06:42:20.884] iteration 1519 : loss : 0.102874, loss_ce: 0.049507, loss_dice: 0.138451
[06:42:21.396] iteration 1520 : loss : 0.092317, loss_ce: 0.039115, loss_dice: 0.127785
[06:42:25.995] iteration 1521 : loss : 0.198830, loss_ce: 0.029804, loss_dice: 0.311514
[06:42:26.690] iteration 1522 : loss : 0.083709, loss_ce: 0.033926, loss_dice: 0.116898
[06:42:27.700] iteration 1523 : loss : 0.125940, loss_ce: 0.041510, loss_dice: 0.182228
[06:42:28.084] iteration 1524 : loss : 0.114036, loss_ce: 0.027439, loss_dice: 0.171767
[06:42:29.800] iteration 1525 : loss : 0.143432, loss_ce: 0.038631, loss_dice: 0.213300
[06:42:30.410] iteration 1526 : loss : 0.157757, loss_ce: 0.080451, loss_dice: 0.209294
[06:42:31.840] iteration 1527 : loss : 0.241392, loss_ce: 0.170314, loss_dice: 0.288778
[06:42:32.204] iteration 1528 : loss : 0.179383, loss_ce: 0.051592, loss_dice: 0.264576
[06:42:36.900] iteration 1529 : loss : 0.166594, loss_ce: 0.064847, loss_dice: 0.234425
[06:42:37.595] iteration 1530 : loss : 0.180954, loss_ce: 0.056590, loss_dice: 0.263864
[06:42:38.643] iteration 1531 : loss : 0.105227, loss_ce: 0.031119, loss_dice: 0.154632
[06:42:39.010] iteration 1532 : loss : 0.149610, loss_ce: 0.045980, loss_dice: 0.218696
[06:42:42.477] iteration 1533 : loss : 0.164104, loss_ce: 0.044658, loss_dice: 0.243735
[06:42:42.935] iteration 1534 : loss : 0.226547, loss_ce: 0.075733, loss_dice: 0.327090
[06:42:44.524] iteration 1535 : loss : 0.231928, loss_ce: 0.055445, loss_dice: 0.349584
[06:42:44.891] iteration 1536 : loss : 0.341115, loss_ce: 0.042907, loss_dice: 0.539920
[06:42:47.675] iteration 1537 : loss : 0.111680, loss_ce: 0.037604, loss_dice: 0.161064
[06:42:48.886] iteration 1538 : loss : 0.106930, loss_ce: 0.041413, loss_dice: 0.150608
[06:42:51.187] iteration 1539 : loss : 0.158552, loss_ce: 0.056771, loss_dice: 0.226405
[06:42:51.583] iteration 1540 : loss : 0.247835, loss_ce: 0.085284, loss_dice: 0.356203
[06:42:53.410] iteration 1541 : loss : 0.162258, loss_ce: 0.051824, loss_dice: 0.235881
[06:42:53.786] iteration 1542 : loss : 0.167805, loss_ce: 0.047193, loss_dice: 0.248213
[06:42:56.629] iteration 1543 : loss : 0.094273, loss_ce: 0.041634, loss_dice: 0.129366
[06:42:56.979] iteration 1544 : loss : 0.159355, loss_ce: 0.067770, loss_dice: 0.220411
[06:42:57.348] iteration 1545 : loss : 0.212421, loss_ce: 0.065438, loss_dice: 0.310409
[06:42:57.694] iteration 1546 : loss : 0.180488, loss_ce: 0.059447, loss_dice: 0.261182
[06:43:00.226] iteration 1547 : loss : 0.201721, loss_ce: 0.080786, loss_dice: 0.282345
[06:43:00.592] iteration 1548 : loss : 0.190996, loss_ce: 0.090001, loss_dice: 0.258326
[06:43:01.042] iteration 1549 : loss : 0.188798, loss_ce: 0.041959, loss_dice: 0.286691
[06:43:01.521] iteration 1550 : loss : 0.177375, loss_ce: 0.063258, loss_dice: 0.253453
[06:43:04.246] iteration 1551 : loss : 0.171441, loss_ce: 0.057474, loss_dice: 0.247419
[06:43:04.600] iteration 1552 : loss : 0.156797, loss_ce: 0.024228, loss_dice: 0.245177
[06:43:04.965] iteration 1553 : loss : 0.171308, loss_ce: 0.064203, loss_dice: 0.242712
[06:43:05.323] iteration 1554 : loss : 0.119497, loss_ce: 0.032435, loss_dice: 0.177538
[06:43:07.947] iteration 1555 : loss : 0.119391, loss_ce: 0.026045, loss_dice: 0.181621
[06:43:08.343] iteration 1556 : loss : 0.116839, loss_ce: 0.030489, loss_dice: 0.174406
[06:43:09.400] iteration 1557 : loss : 0.139813, loss_ce: 0.036653, loss_dice: 0.208587
[06:43:09.799] iteration 1558 : loss : 0.110426, loss_ce: 0.036266, loss_dice: 0.159865
[06:43:12.125] iteration 1559 : loss : 0.152185, loss_ce: 0.068232, loss_dice: 0.208154
[06:43:12.518] iteration 1560 : loss : 0.165683, loss_ce: 0.040153, loss_dice: 0.249370
[06:43:12.964] iteration 1561 : loss : 0.113723, loss_ce: 0.034246, loss_dice: 0.166708
[06:43:13.313] iteration 1562 : loss : 0.141193, loss_ce: 0.064920, loss_dice: 0.192042
[06:43:14.511] iteration 1563 : loss : 0.234907, loss_ce: 0.065228, loss_dice: 0.348026
[06:43:14.858] iteration 1564 : loss : 0.169973, loss_ce: 0.042324, loss_dice: 0.255073
[06:43:17.652] iteration 1565 : loss : 0.265755, loss_ce: 0.053499, loss_dice: 0.407259
[06:43:18.172] iteration 1566 : loss : 0.200686, loss_ce: 0.053576, loss_dice: 0.298759
[06:43:19.681] iteration 1567 : loss : 0.205976, loss_ce: 0.034001, loss_dice: 0.320626
[06:43:20.024] iteration 1568 : loss : 0.223954, loss_ce: 0.048472, loss_dice: 0.340943
[06:43:23.897] iteration 1569 : loss : 0.219430, loss_ce: 0.044367, loss_dice: 0.336139
[06:43:24.274] iteration 1570 : loss : 0.143526, loss_ce: 0.042849, loss_dice: 0.210643
[06:43:25.577] iteration 1571 : loss : 0.225199, loss_ce: 0.069410, loss_dice: 0.329058
[06:43:25.934] iteration 1572 : loss : 0.191323, loss_ce: 0.045831, loss_dice: 0.288318
[06:43:28.948] iteration 1573 : loss : 0.232709, loss_ce: 0.062391, loss_dice: 0.346255
[06:43:29.335] iteration 1574 : loss : 0.208751, loss_ce: 0.090112, loss_dice: 0.287845
[06:43:31.618] iteration 1575 : loss : 0.134089, loss_ce: 0.032560, loss_dice: 0.201776
[06:43:31.987] iteration 1576 : loss : 0.176704, loss_ce: 0.083312, loss_dice: 0.238965
[06:43:33.506] iteration 1577 : loss : 0.150812, loss_ce: 0.050301, loss_dice: 0.217820
[06:43:33.847] iteration 1578 : loss : 0.267164, loss_ce: 0.081718, loss_dice: 0.390795
[06:43:34.716] iteration 1579 : loss : 0.205880, loss_ce: 0.060399, loss_dice: 0.302868
[06:43:35.058] iteration 1580 : loss : 0.199360, loss_ce: 0.031163, loss_dice: 0.311491
[06:43:35.134] iteration 1581 : loss : 0.474279, loss_ce: 0.011608, loss_dice: 0.782727
[06:43:35.221] epoch 17 : avg_loss : 0.179311, avg_ce: 0.054520, avg_dice: 0.262505
[06:43:41.071] iteration 1582 : loss : 0.194407, loss_ce: 0.066858, loss_dice: 0.279440
[06:43:41.461] iteration 1583 : loss : 0.151245, loss_ce: 0.052703, loss_dice: 0.216940
[06:43:41.865] iteration 1584 : loss : 0.168638, loss_ce: 0.077840, loss_dice: 0.229171
[06:43:42.225] iteration 1585 : loss : 0.191802, loss_ce: 0.050741, loss_dice: 0.285842
[06:43:44.943] iteration 1586 : loss : 0.128708, loss_ce: 0.044078, loss_dice: 0.185128
[06:43:45.459] iteration 1587 : loss : 0.194027, loss_ce: 0.062450, loss_dice: 0.281744
[06:43:45.855] iteration 1588 : loss : 0.179303, loss_ce: 0.031294, loss_dice: 0.277976
[06:43:46.266] iteration 1589 : loss : 0.155637, loss_ce: 0.064614, loss_dice: 0.216319
[06:43:53.736] iteration 1590 : loss : 0.124757, loss_ce: 0.042884, loss_dice: 0.179338
[06:43:54.085] iteration 1591 : loss : 0.131102, loss_ce: 0.042316, loss_dice: 0.190292
[06:43:54.440] iteration 1592 : loss : 0.135540, loss_ce: 0.050048, loss_dice: 0.192534
[06:43:54.806] iteration 1593 : loss : 0.123272, loss_ce: 0.045920, loss_dice: 0.174840
[06:43:57.055] iteration 1594 : loss : 0.160529, loss_ce: 0.048122, loss_dice: 0.235467
[06:43:57.396] iteration 1595 : loss : 0.244882, loss_ce: 0.064084, loss_dice: 0.365414
[06:43:57.748] iteration 1596 : loss : 0.186881, loss_ce: 0.044212, loss_dice: 0.281994
[06:43:58.122] iteration 1597 : loss : 0.230154, loss_ce: 0.074730, loss_dice: 0.333770
[06:43:59.338] iteration 1598 : loss : 0.275756, loss_ce: 0.060824, loss_dice: 0.419043
[06:43:59.758] iteration 1599 : loss : 0.228957, loss_ce: 0.074959, loss_dice: 0.331622
[06:44:00.113] iteration 1600 : loss : 0.126838, loss_ce: 0.058246, loss_dice: 0.172566
[06:44:00.480] iteration 1601 : loss : 0.247403, loss_ce: 0.075408, loss_dice: 0.362066
[06:44:03.194] iteration 1602 : loss : 0.161142, loss_ce: 0.032670, loss_dice: 0.246789
[06:44:03.583] iteration 1603 : loss : 0.190883, loss_ce: 0.057309, loss_dice: 0.279931
[06:44:03.960] iteration 1604 : loss : 0.174605, loss_ce: 0.077771, loss_dice: 0.239161
[06:44:04.316] iteration 1605 : loss : 0.133329, loss_ce: 0.038382, loss_dice: 0.196627
[06:44:07.544] iteration 1606 : loss : 0.114556, loss_ce: 0.026892, loss_dice: 0.172998
[06:44:07.911] iteration 1607 : loss : 0.185556, loss_ce: 0.056826, loss_dice: 0.271376
[06:44:08.320] iteration 1608 : loss : 0.169755, loss_ce: 0.035214, loss_dice: 0.259448
[06:44:08.702] iteration 1609 : loss : 0.161024, loss_ce: 0.028341, loss_dice: 0.249479
[06:44:12.663] iteration 1610 : loss : 0.147423, loss_ce: 0.048786, loss_dice: 0.213180
[06:44:13.024] iteration 1611 : loss : 0.239992, loss_ce: 0.063841, loss_dice: 0.357426
[06:44:13.399] iteration 1612 : loss : 0.101956, loss_ce: 0.038157, loss_dice: 0.144489
[06:44:13.783] iteration 1613 : loss : 0.130725, loss_ce: 0.047653, loss_dice: 0.186107
[06:44:18.589] iteration 1614 : loss : 0.123894, loss_ce: 0.039230, loss_dice: 0.180337
[06:44:18.992] iteration 1615 : loss : 0.099049, loss_ce: 0.027784, loss_dice: 0.146558
[06:44:19.374] iteration 1616 : loss : 0.090766, loss_ce: 0.021850, loss_dice: 0.136710
[06:44:19.717] iteration 1617 : loss : 0.115451, loss_ce: 0.025456, loss_dice: 0.175449
[06:44:22.994] iteration 1618 : loss : 0.213785, loss_ce: 0.044940, loss_dice: 0.326348
[06:44:23.357] iteration 1619 : loss : 0.173436, loss_ce: 0.065972, loss_dice: 0.245079
[06:44:23.797] iteration 1620 : loss : 0.180330, loss_ce: 0.069112, loss_dice: 0.254475
[06:44:24.203] iteration 1621 : loss : 0.125885, loss_ce: 0.053751, loss_dice: 0.173974
[06:44:29.540] iteration 1622 : loss : 0.137043, loss_ce: 0.044936, loss_dice: 0.198447
[06:44:29.886] iteration 1623 : loss : 0.139403, loss_ce: 0.046961, loss_dice: 0.201032
[06:44:30.248] iteration 1624 : loss : 0.163633, loss_ce: 0.035922, loss_dice: 0.248774
[06:44:30.617] iteration 1625 : loss : 0.144071, loss_ce: 0.039575, loss_dice: 0.213735
[06:44:34.258] iteration 1626 : loss : 0.261057, loss_ce: 0.100972, loss_dice: 0.367780
[06:44:34.678] iteration 1627 : loss : 0.244403, loss_ce: 0.083119, loss_dice: 0.351926
[06:44:35.433] iteration 1628 : loss : 0.159415, loss_ce: 0.036388, loss_dice: 0.241433
[06:44:35.833] iteration 1629 : loss : 0.237163, loss_ce: 0.055891, loss_dice: 0.358011
[06:44:40.513] iteration 1630 : loss : 0.093365, loss_ce: 0.027965, loss_dice: 0.136965
