[20:50:32.731] 学习率0.05,训练200轮,batch为24
[21:03:54.089] iteration 792 : loss : 0.225806, loss_ce: 0.084721, loss_dice: 0.319863
[21:03:57.388] iteration 793 : loss : 0.273768, loss_ce: 0.111471, loss_dice: 0.381967
[21:03:58.582] iteration 794 : loss : 0.257066, loss_ce: 0.083246, loss_dice: 0.372946
[21:03:58.916] iteration 795 : loss : 0.264389, loss_ce: 0.104549, loss_dice: 0.370949
[21:03:59.257] iteration 796 : loss : 0.270439, loss_ce: 0.082001, loss_dice: 0.396064
[21:04:01.137] iteration 797 : loss : 0.305344, loss_ce: 0.101047, loss_dice: 0.441542
[21:04:01.869] iteration 798 : loss : 0.231994, loss_ce: 0.096978, loss_dice: 0.322005
[21:04:02.314] iteration 799 : loss : 0.260250, loss_ce: 0.086215, loss_dice: 0.376274
[21:04:02.665] iteration 800 : loss : 0.234199, loss_ce: 0.072515, loss_dice: 0.341989
[21:04:04.536] iteration 801 : loss : 0.417460, loss_ce: 0.094528, loss_dice: 0.632748
[21:04:04.885] iteration 802 : loss : 0.314819, loss_ce: 0.106087, loss_dice: 0.453974
[21:04:05.566] iteration 803 : loss : 0.302442, loss_ce: 0.132914, loss_dice: 0.415461
[21:04:05.917] iteration 804 : loss : 0.227566, loss_ce: 0.093391, loss_dice: 0.317015
[21:04:07.822] iteration 805 : loss : 0.249438, loss_ce: 0.050259, loss_dice: 0.382225
[21:04:08.157] iteration 806 : loss : 0.166658, loss_ce: 0.063799, loss_dice: 0.235231
[21:04:08.999] iteration 807 : loss : 0.175381, loss_ce: 0.054950, loss_dice: 0.255667
[21:04:09.334] iteration 808 : loss : 0.234361, loss_ce: 0.070183, loss_dice: 0.343812
[21:04:10.189] iteration 809 : loss : 0.194108, loss_ce: 0.070890, loss_dice: 0.276253
[21:04:10.526] iteration 810 : loss : 0.232084, loss_ce: 0.081717, loss_dice: 0.332329
[21:04:12.068] iteration 811 : loss : 0.218060, loss_ce: 0.059485, loss_dice: 0.323777
[21:04:12.429] iteration 812 : loss : 0.204264, loss_ce: 0.052909, loss_dice: 0.305168
[21:04:14.634] iteration 813 : loss : 0.353671, loss_ce: 0.111632, loss_dice: 0.515031
[21:04:14.973] iteration 814 : loss : 0.218853, loss_ce: 0.066341, loss_dice: 0.320528
[21:04:16.286] iteration 815 : loss : 0.365971, loss_ce: 0.119378, loss_dice: 0.530367
[21:04:16.634] iteration 816 : loss : 0.278807, loss_ce: 0.068355, loss_dice: 0.419109
[21:04:17.239] iteration 817 : loss : 0.220256, loss_ce: 0.043052, loss_dice: 0.338392
[21:04:17.575] iteration 818 : loss : 0.240618, loss_ce: 0.128454, loss_dice: 0.315395
[21:04:19.403] iteration 819 : loss : 0.279654, loss_ce: 0.089067, loss_dice: 0.406711
[21:04:19.754] iteration 820 : loss : 0.192756, loss_ce: 0.045547, loss_dice: 0.290896
[21:04:20.343] iteration 821 : loss : 0.245032, loss_ce: 0.048789, loss_dice: 0.375861
[21:04:20.852] iteration 822 : loss : 0.267480, loss_ce: 0.091529, loss_dice: 0.384780
[21:04:24.405] iteration 823 : loss : 0.273274, loss_ce: 0.063248, loss_dice: 0.413291
[21:04:24.739] iteration 824 : loss : 0.210009, loss_ce: 0.075609, loss_dice: 0.299610
[21:04:25.284] iteration 825 : loss : 0.226504, loss_ce: 0.098043, loss_dice: 0.312144
[21:04:25.879] iteration 826 : loss : 0.256408, loss_ce: 0.056854, loss_dice: 0.389444
[21:04:28.430] iteration 827 : loss : 0.225093, loss_ce: 0.109793, loss_dice: 0.301959
[21:04:28.771] iteration 828 : loss : 0.211700, loss_ce: 0.095802, loss_dice: 0.288964
[21:04:29.145] iteration 829 : loss : 0.143359, loss_ce: 0.057418, loss_dice: 0.200653
[21:04:29.539] iteration 830 : loss : 0.229265, loss_ce: 0.052846, loss_dice: 0.346877
[21:04:33.282] iteration 831 : loss : 0.183054, loss_ce: 0.051283, loss_dice: 0.270902
[21:04:33.619] iteration 832 : loss : 0.265085, loss_ce: 0.074804, loss_dice: 0.391938
[21:04:33.953] iteration 833 : loss : 0.199891, loss_ce: 0.075999, loss_dice: 0.282486
[21:04:34.287] iteration 834 : loss : 0.218309, loss_ce: 0.057946, loss_dice: 0.325218
[21:04:35.674] iteration 835 : loss : 0.288693, loss_ce: 0.099568, loss_dice: 0.414777
[21:04:36.009] iteration 836 : loss : 0.249989, loss_ce: 0.099758, loss_dice: 0.350144
[21:04:36.074] iteration 837 : loss : 0.332092, loss_ce: 0.060843, loss_dice: 0.512925
[21:04:36.109] epoch 9 : avg_loss : 0.243509, avg_ce: 0.080330, avg_dice: 0.352296
[21:04:40.490] iteration 838 : loss : 0.348161, loss_ce: 0.061520, loss_dice: 0.539255
[21:04:40.841] iteration 839 : loss : 0.284609, loss_ce: 0.111749, loss_dice: 0.399848
[21:04:41.192] iteration 840 : loss : 0.190615, loss_ce: 0.058997, loss_dice: 0.278360
[21:04:41.553] iteration 841 : loss : 0.285148, loss_ce: 0.119223, loss_dice: 0.395764
[21:04:43.799] iteration 842 : loss : 0.205387, loss_ce: 0.103973, loss_dice: 0.272997
[21:04:44.156] iteration 843 : loss : 0.223450, loss_ce: 0.064572, loss_dice: 0.329369
[21:04:44.559] iteration 844 : loss : 0.217340, loss_ce: 0.077455, loss_dice: 0.310597
[21:04:45.003] iteration 845 : loss : 0.177290, loss_ce: 0.051667, loss_dice: 0.261038
[21:04:49.971] iteration 846 : loss : 0.185664, loss_ce: 0.053445, loss_dice: 0.273809
[21:04:51.642] iteration 847 : loss : 0.263382, loss_ce: 0.125312, loss_dice: 0.355429
[21:04:51.988] iteration 848 : loss : 0.225423, loss_ce: 0.071236, loss_dice: 0.328215
[21:04:52.343] iteration 849 : loss : 0.194152, loss_ce: 0.082936, loss_dice: 0.268296
[21:04:53.195] iteration 850 : loss : 0.173639, loss_ce: 0.053778, loss_dice: 0.253546
[21:04:54.453] iteration 851 : loss : 0.178015, loss_ce: 0.064889, loss_dice: 0.253431
[21:04:54.856] iteration 852 : loss : 0.205968, loss_ce: 0.067636, loss_dice: 0.298190
[21:04:55.252] iteration 853 : loss : 0.244199, loss_ce: 0.060304, loss_dice: 0.366796
[21:04:55.841] iteration 854 : loss : 0.166331, loss_ce: 0.050369, loss_dice: 0.243640
[21:04:56.669] iteration 855 : loss : 0.274346, loss_ce: 0.103048, loss_dice: 0.388544
[21:04:57.037] iteration 856 : loss : 0.208854, loss_ce: 0.064181, loss_dice: 0.305303
[21:04:57.393] iteration 857 : loss : 0.185575, loss_ce: 0.069803, loss_dice: 0.262755
[21:04:58.921] iteration 858 : loss : 0.239180, loss_ce: 0.070080, loss_dice: 0.351914
[21:05:00.619] iteration 859 : loss : 0.243135, loss_ce: 0.066057, loss_dice: 0.361187
[21:05:00.954] iteration 860 : loss : 0.179176, loss_ce: 0.071813, loss_dice: 0.250751
[21:05:01.293] iteration 861 : loss : 0.150524, loss_ce: 0.047696, loss_dice: 0.219077
[21:05:02.438] iteration 862 : loss : 0.195537, loss_ce: 0.059849, loss_dice: 0.285995
[21:05:05.082] iteration 863 : loss : 0.229730, loss_ce: 0.056560, loss_dice: 0.345177
[21:05:05.429] iteration 864 : loss : 0.225001, loss_ce: 0.072349, loss_dice: 0.326769
[21:05:05.804] iteration 865 : loss : 0.192528, loss_ce: 0.052114, loss_dice: 0.286136
[21:05:06.479] iteration 866 : loss : 0.149456, loss_ce: 0.042931, loss_dice: 0.220474
[21:05:09.772] iteration 867 : loss : 0.187531, loss_ce: 0.048453, loss_dice: 0.280249
[21:05:10.126] iteration 868 : loss : 0.177193, loss_ce: 0.069432, loss_dice: 0.249034
[21:05:10.495] iteration 869 : loss : 0.187565, loss_ce: 0.046350, loss_dice: 0.281708
[21:05:11.892] iteration 870 : loss : 0.154607, loss_ce: 0.059593, loss_dice: 0.217951
[21:05:15.278] iteration 871 : loss : 0.150792, loss_ce: 0.059119, loss_dice: 0.211907
[21:05:15.634] iteration 872 : loss : 0.184567, loss_ce: 0.050951, loss_dice: 0.273644
[21:05:15.976] iteration 873 : loss : 0.165283, loss_ce: 0.048818, loss_dice: 0.242926
[21:05:16.313] iteration 874 : loss : 0.246975, loss_ce: 0.097312, loss_dice: 0.346751
[21:05:18.860] iteration 875 : loss : 0.184540, loss_ce: 0.079771, loss_dice: 0.254386
[21:05:19.240] iteration 876 : loss : 0.245315, loss_ce: 0.123048, loss_dice: 0.326826
[21:05:19.590] iteration 877 : loss : 0.228270, loss_ce: 0.110899, loss_dice: 0.306518
[21:05:21.408] iteration 878 : loss : 0.240938, loss_ce: 0.071995, loss_dice: 0.353567
[21:05:24.865] iteration 879 : loss : 0.227273, loss_ce: 0.091008, loss_dice: 0.318115
[21:05:25.203] iteration 880 : loss : 0.298905, loss_ce: 0.111157, loss_dice: 0.424070
[21:05:25.551] iteration 881 : loss : 0.274308, loss_ce: 0.105425, loss_dice: 0.386897
[21:05:25.891] iteration 882 : loss : 0.314187, loss_ce: 0.103906, loss_dice: 0.454374
[21:05:30.226] iteration 883 : loss : 0.216419, loss_ce: 0.065816, loss_dice: 0.316820
[21:05:30.569] iteration 884 : loss : 0.301173, loss_ce: 0.100927, loss_dice: 0.434670
[21:05:30.930] iteration 885 : loss : 0.259862, loss_ce: 0.071427, loss_dice: 0.385486
[21:05:31.287] iteration 886 : loss : 0.232799, loss_ce: 0.090861, loss_dice: 0.327425
[21:05:34.949] iteration 887 : loss : 0.201848, loss_ce: 0.070845, loss_dice: 0.289184
[21:05:35.292] iteration 888 : loss : 0.272827, loss_ce: 0.085469, loss_dice: 0.397732
[21:05:35.636] iteration 889 : loss : 0.162652, loss_ce: 0.055584, loss_dice: 0.234030
[21:05:35.985] iteration 890 : loss : 0.247196, loss_ce: 0.096196, loss_dice: 0.347862
[21:05:38.545] iteration 891 : loss : 0.232615, loss_ce: 0.043604, loss_dice: 0.358623
[21:05:38.889] iteration 892 : loss : 0.260805, loss_ce: 0.081247, loss_dice: 0.380510
[21:05:39.225] iteration 893 : loss : 0.339606, loss_ce: 0.087498, loss_dice: 0.507678
[21:05:39.604] iteration 894 : loss : 0.303298, loss_ce: 0.053092, loss_dice: 0.470103
[21:05:42.352] iteration 895 : loss : 0.195151, loss_ce: 0.101932, loss_dice: 0.257296
[21:05:42.693] iteration 896 : loss : 0.292256, loss_ce: 0.094185, loss_dice: 0.424304
[21:05:43.036] iteration 897 : loss : 0.238431, loss_ce: 0.072774, loss_dice: 0.348868
[21:05:43.374] iteration 898 : loss : 0.158742, loss_ce: 0.055152, loss_dice: 0.227802
[21:05:45.316] iteration 899 : loss : 0.161238, loss_ce: 0.046850, loss_dice: 0.237497
[21:05:45.650] iteration 900 : loss : 0.130857, loss_ce: 0.049687, loss_dice: 0.184971
[21:05:45.994] iteration 901 : loss : 0.143460, loss_ce: 0.049430, loss_dice: 0.206146
[21:05:46.332] iteration 902 : loss : 0.245730, loss_ce: 0.074364, loss_dice: 0.359974
[21:05:48.658] iteration 903 : loss : 0.163275, loss_ce: 0.065511, loss_dice: 0.228451
[21:05:49.026] iteration 904 : loss : 0.239609, loss_ce: 0.068552, loss_dice: 0.353646
[21:05:49.425] iteration 905 : loss : 0.221368, loss_ce: 0.038174, loss_dice: 0.343497
[21:05:49.773] iteration 906 : loss : 0.308229, loss_ce: 0.138760, loss_dice: 0.421207
[21:05:52.119] iteration 907 : loss : 0.257579, loss_ce: 0.074181, loss_dice: 0.379843
[21:05:52.467] iteration 908 : loss : 0.195338, loss_ce: 0.063481, loss_dice: 0.283242
[21:05:52.805] iteration 909 : loss : 0.343778, loss_ce: 0.093928, loss_dice: 0.510345
[21:05:53.145] iteration 910 : loss : 0.242360, loss_ce: 0.072363, loss_dice: 0.355690
[21:05:54.469] iteration 911 : loss : 0.201527, loss_ce: 0.065955, loss_dice: 0.291908
[21:05:54.807] iteration 912 : loss : 0.357156, loss_ce: 0.102133, loss_dice: 0.527172
[21:05:55.156] iteration 913 : loss : 0.254435, loss_ce: 0.082926, loss_dice: 0.368774
[21:05:55.491] iteration 914 : loss : 0.270309, loss_ce: 0.051089, loss_dice: 0.416455
[21:05:58.849] iteration 915 : loss : 0.245265, loss_ce: 0.057683, loss_dice: 0.370319
[21:05:59.186] iteration 916 : loss : 0.278299, loss_ce: 0.112017, loss_dice: 0.389153
[21:05:59.521] iteration 917 : loss : 0.317801, loss_ce: 0.149429, loss_dice: 0.430049
[21:05:59.856] iteration 918 : loss : 0.217904, loss_ce: 0.050183, loss_dice: 0.329717
[21:06:03.306] iteration 919 : loss : 0.225293, loss_ce: 0.073197, loss_dice: 0.326691
[21:06:03.645] iteration 920 : loss : 0.262346, loss_ce: 0.062882, loss_dice: 0.395322
[21:06:04.027] iteration 921 : loss : 0.210975, loss_ce: 0.085433, loss_dice: 0.294670
[21:06:04.373] iteration 922 : loss : 0.329556, loss_ce: 0.142736, loss_dice: 0.454103
[21:06:06.902] iteration 923 : loss : 0.271219, loss_ce: 0.095469, loss_dice: 0.388387
[21:06:07.267] iteration 924 : loss : 0.268473, loss_ce: 0.123789, loss_dice: 0.364928
[21:06:07.611] iteration 925 : loss : 0.176254, loss_ce: 0.069756, loss_dice: 0.247253
[21:06:07.968] iteration 926 : loss : 0.354339, loss_ce: 0.121402, loss_dice: 0.509631
[21:06:09.918] iteration 927 : loss : 0.146561, loss_ce: 0.070948, loss_dice: 0.196969
[21:06:10.252] iteration 928 : loss : 0.307682, loss_ce: 0.136761, loss_dice: 0.421630
[21:06:10.585] iteration 929 : loss : 0.179634, loss_ce: 0.079328, loss_dice: 0.246505
[21:06:10.649] iteration 930 : loss : 0.569020, loss_ce: 0.087110, loss_dice: 0.890294
[21:06:10.676] epoch 10 : avg_loss : 0.233576, avg_ce: 0.077580, avg_dice: 0.337574
[21:06:15.525] iteration 931 : loss : 0.251696, loss_ce: 0.075813, loss_dice: 0.368951
[21:06:15.877] iteration 932 : loss : 0.223354, loss_ce: 0.061193, loss_dice: 0.331461
[21:06:16.261] iteration 933 : loss : 0.150400, loss_ce: 0.039655, loss_dice: 0.224231
[21:06:16.606] iteration 934 : loss : 0.223643, loss_ce: 0.053076, loss_dice: 0.337354
[21:06:18.767] iteration 935 : loss : 0.235388, loss_ce: 0.060147, loss_dice: 0.352214
[21:06:19.161] iteration 936 : loss : 0.192507, loss_ce: 0.077739, loss_dice: 0.269019
[21:06:19.563] iteration 937 : loss : 0.207875, loss_ce: 0.083879, loss_dice: 0.290538
[21:06:19.898] iteration 938 : loss : 0.263797, loss_ce: 0.110078, loss_dice: 0.366277
[21:06:24.977] iteration 939 : loss : 0.205451, loss_ce: 0.069407, loss_dice: 0.296147
[21:06:25.312] iteration 940 : loss : 0.290806, loss_ce: 0.097793, loss_dice: 0.419481
[21:06:25.655] iteration 941 : loss : 0.308373, loss_ce: 0.048388, loss_dice: 0.481696
[21:06:26.004] iteration 942 : loss : 0.239628, loss_ce: 0.084748, loss_dice: 0.342881
[21:06:28.263] iteration 943 : loss : 0.318171, loss_ce: 0.082477, loss_dice: 0.475301
[21:06:28.597] iteration 944 : loss : 0.301545, loss_ce: 0.080765, loss_dice: 0.448731
[21:06:28.943] iteration 945 : loss : 0.237383, loss_ce: 0.064965, loss_dice: 0.352328
[21:06:29.309] iteration 946 : loss : 0.219932, loss_ce: 0.059964, loss_dice: 0.326577
[21:06:30.797] iteration 947 : loss : 0.245997, loss_ce: 0.078839, loss_dice: 0.357436
[21:06:31.164] iteration 948 : loss : 0.258915, loss_ce: 0.085951, loss_dice: 0.374225
[21:06:31.514] iteration 949 : loss : 0.296149, loss_ce: 0.164618, loss_dice: 0.383836
[21:06:31.869] iteration 950 : loss : 0.262433, loss_ce: 0.090630, loss_dice: 0.376968
[21:06:34.667] iteration 951 : loss : 0.254153, loss_ce: 0.077620, loss_dice: 0.371843
[21:06:35.006] iteration 952 : loss : 0.263402, loss_ce: 0.089166, loss_dice: 0.379559
[21:06:35.350] iteration 953 : loss : 0.192430, loss_ce: 0.072310, loss_dice: 0.272510
[21:06:35.698] iteration 954 : loss : 0.302419, loss_ce: 0.105461, loss_dice: 0.433724
[21:06:38.650] iteration 955 : loss : 0.208804, loss_ce: 0.056498, loss_dice: 0.310341
[21:06:38.997] iteration 956 : loss : 0.167545, loss_ce: 0.047226, loss_dice: 0.247757
[21:06:39.344] iteration 957 : loss : 0.161442, loss_ce: 0.054468, loss_dice: 0.232758
[21:06:39.696] iteration 958 : loss : 0.292818, loss_ce: 0.052383, loss_dice: 0.453109
[21:06:42.731] iteration 959 : loss : 0.269598, loss_ce: 0.156960, loss_dice: 0.344691
[21:06:43.101] iteration 960 : loss : 0.233346, loss_ce: 0.085419, loss_dice: 0.331963
[21:06:43.468] iteration 961 : loss : 0.161032, loss_ce: 0.065398, loss_dice: 0.224789
[21:06:43.863] iteration 962 : loss : 0.143937, loss_ce: 0.058801, loss_dice: 0.200695
[21:06:47.864] iteration 963 : loss : 0.205090, loss_ce: 0.061145, loss_dice: 0.301053
[21:06:48.217] iteration 964 : loss : 0.147506, loss_ce: 0.046173, loss_dice: 0.215062
[21:06:48.569] iteration 965 : loss : 0.122644, loss_ce: 0.045845, loss_dice: 0.173844
[21:06:48.919] iteration 966 : loss : 0.135405, loss_ce: 0.043643, loss_dice: 0.196580
[21:06:50.774] iteration 967 : loss : 0.157644, loss_ce: 0.068194, loss_dice: 0.217278
[21:06:51.139] iteration 968 : loss : 0.228853, loss_ce: 0.070813, loss_dice: 0.334214
[21:06:51.477] iteration 969 : loss : 0.277664, loss_ce: 0.098397, loss_dice: 0.397175
[21:06:51.826] iteration 970 : loss : 0.241144, loss_ce: 0.082829, loss_dice: 0.346687
[21:06:56.037] iteration 971 : loss : 0.177014, loss_ce: 0.044975, loss_dice: 0.265041
[21:06:56.383] iteration 972 : loss : 0.131580, loss_ce: 0.049554, loss_dice: 0.186264
[21:06:56.773] iteration 973 : loss : 0.220979, loss_ce: 0.073132, loss_dice: 0.319544
[21:06:57.155] iteration 974 : loss : 0.256645, loss_ce: 0.049626, loss_dice: 0.394658
[21:07:00.733] iteration 975 : loss : 0.322667, loss_ce: 0.102471, loss_dice: 0.469464
[21:07:01.110] iteration 976 : loss : 0.258538, loss_ce: 0.083774, loss_dice: 0.375047
[21:07:01.450] iteration 977 : loss : 0.257888, loss_ce: 0.126556, loss_dice: 0.345443
[21:07:01.800] iteration 978 : loss : 0.182482, loss_ce: 0.057268, loss_dice: 0.265958
[21:07:05.665] iteration 979 : loss : 0.251369, loss_ce: 0.074430, loss_dice: 0.369328
[21:07:06.015] iteration 980 : loss : 0.199329, loss_ce: 0.067160, loss_dice: 0.287441
[21:07:06.374] iteration 981 : loss : 0.216784, loss_ce: 0.072799, loss_dice: 0.312774
[21:07:06.725] iteration 982 : loss : 0.185302, loss_ce: 0.039333, loss_dice: 0.282615
[21:07:09.696] iteration 983 : loss : 0.181794, loss_ce: 0.069140, loss_dice: 0.256897
[21:07:10.036] iteration 984 : loss : 0.267654, loss_ce: 0.066318, loss_dice: 0.401878
[21:07:10.399] iteration 985 : loss : 0.292580, loss_ce: 0.064582, loss_dice: 0.444579
[21:07:10.752] iteration 986 : loss : 0.253124, loss_ce: 0.103187, loss_dice: 0.353081
[21:07:12.786] iteration 987 : loss : 0.184540, loss_ce: 0.063695, loss_dice: 0.265103
[21:07:13.122] iteration 988 : loss : 0.263101, loss_ce: 0.109856, loss_dice: 0.365264
[21:07:13.466] iteration 989 : loss : 0.212723, loss_ce: 0.067542, loss_dice: 0.309510
[21:07:13.821] iteration 990 : loss : 0.252117, loss_ce: 0.095249, loss_dice: 0.356696
[21:07:15.994] iteration 991 : loss : 0.172574, loss_ce: 0.068644, loss_dice: 0.241861
[21:07:16.330] iteration 992 : loss : 0.194764, loss_ce: 0.090612, loss_dice: 0.264198
[21:07:16.664] iteration 993 : loss : 0.170793, loss_ce: 0.078206, loss_dice: 0.232519
[21:07:16.998] iteration 994 : loss : 0.219532, loss_ce: 0.081980, loss_dice: 0.311234
[21:07:18.196] iteration 995 : loss : 0.304001, loss_ce: 0.080928, loss_dice: 0.452717
[21:07:18.546] iteration 996 : loss : 0.217930, loss_ce: 0.071400, loss_dice: 0.315616
[21:07:18.886] iteration 997 : loss : 0.156472, loss_ce: 0.068850, loss_dice: 0.214887
[21:07:19.286] iteration 998 : loss : 0.209091, loss_ce: 0.074919, loss_dice: 0.298539
[21:07:22.518] iteration 999 : loss : 0.181225, loss_ce: 0.057397, loss_dice: 0.263777
[21:07:22.862] iteration 1000 : loss : 0.266298, loss_ce: 0.053411, loss_dice: 0.408223
[21:07:23.206] iteration 1001 : loss : 0.235346, loss_ce: 0.100953, loss_dice: 0.324941
[21:07:23.543] iteration 1002 : loss : 0.203218, loss_ce: 0.048578, loss_dice: 0.306312
[21:07:25.399] iteration 1003 : loss : 0.203736, loss_ce: 0.078115, loss_dice: 0.287484
[21:07:25.734] iteration 1004 : loss : 0.158777, loss_ce: 0.070198, loss_dice: 0.217831
[21:07:26.068] iteration 1005 : loss : 0.095478, loss_ce: 0.029656, loss_dice: 0.139359
[21:07:26.411] iteration 1006 : loss : 0.212690, loss_ce: 0.089871, loss_dice: 0.294570
[21:07:29.252] iteration 1007 : loss : 0.237340, loss_ce: 0.064582, loss_dice: 0.352513
[21:07:29.592] iteration 1008 : loss : 0.278776, loss_ce: 0.165867, loss_dice: 0.354048
[21:07:29.939] iteration 1009 : loss : 0.250942, loss_ce: 0.059556, loss_dice: 0.378533
[21:07:30.282] iteration 1010 : loss : 0.302472, loss_ce: 0.094988, loss_dice: 0.440794
[21:07:34.077] iteration 1011 : loss : 0.201384, loss_ce: 0.102292, loss_dice: 0.267445
[21:07:34.415] iteration 1012 : loss : 0.352884, loss_ce: 0.087916, loss_dice: 0.529529
[21:07:34.760] iteration 1013 : loss : 0.225368, loss_ce: 0.074224, loss_dice: 0.326131
[21:07:35.109] iteration 1014 : loss : 0.204562, loss_ce: 0.059954, loss_dice: 0.300968
[21:07:37.582] iteration 1015 : loss : 0.283130, loss_ce: 0.081668, loss_dice: 0.417437
[21:07:37.929] iteration 1016 : loss : 0.272093, loss_ce: 0.067688, loss_dice: 0.408363
[21:07:38.286] iteration 1017 : loss : 0.225356, loss_ce: 0.093413, loss_dice: 0.313318
[21:07:39.235] iteration 1018 : loss : 0.347902, loss_ce: 0.096297, loss_dice: 0.515638
[21:07:41.621] iteration 1019 : loss : 0.221521, loss_ce: 0.073128, loss_dice: 0.320450
[21:07:41.956] iteration 1020 : loss : 0.314145, loss_ce: 0.088181, loss_dice: 0.464787
[21:07:42.289] iteration 1021 : loss : 0.174363, loss_ce: 0.067427, loss_dice: 0.245654
[21:07:42.623] iteration 1022 : loss : 0.231180, loss_ce: 0.059281, loss_dice: 0.345779
[21:07:42.686] iteration 1023 : loss : 0.329527, loss_ce: 0.068780, loss_dice: 0.503359
[21:07:42.717] epoch 11 : avg_loss : 0.229284, avg_ce: 0.075683, avg_dice: 0.331685
[21:07:47.556] iteration 1024 : loss : 0.193770, loss_ce: 0.049126, loss_dice: 0.290200
[21:07:47.911] iteration 1025 : loss : 0.212330, loss_ce: 0.086542, loss_dice: 0.296188
[21:07:48.263] iteration 1026 : loss : 0.177103, loss_ce: 0.074531, loss_dice: 0.245484
[21:07:48.598] iteration 1027 : loss : 0.198542, loss_ce: 0.095824, loss_dice: 0.267021
[21:07:51.026] iteration 1028 : loss : 0.221533, loss_ce: 0.113709, loss_dice: 0.293415
[21:07:51.394] iteration 1029 : loss : 0.241652, loss_ce: 0.104533, loss_dice: 0.333064
[21:07:51.746] iteration 1030 : loss : 0.214764, loss_ce: 0.056977, loss_dice: 0.319955
[21:07:52.081] iteration 1031 : loss : 0.214423, loss_ce: 0.081588, loss_dice: 0.302981
[21:07:58.485] iteration 1032 : loss : 0.181306, loss_ce: 0.062659, loss_dice: 0.260404
[21:07:58.834] iteration 1033 : loss : 0.217484, loss_ce: 0.092262, loss_dice: 0.300965
[21:07:59.190] iteration 1034 : loss : 0.251339, loss_ce: 0.102895, loss_dice: 0.350302
[21:07:59.532] iteration 1035 : loss : 0.246682, loss_ce: 0.077766, loss_dice: 0.359293
[21:08:01.135] iteration 1036 : loss : 0.241334, loss_ce: 0.080425, loss_dice: 0.348606
[21:08:01.506] iteration 1037 : loss : 0.306426, loss_ce: 0.071254, loss_dice: 0.463208
[21:08:01.841] iteration 1038 : loss : 0.184589, loss_ce: 0.052068, loss_dice: 0.272937
[21:08:02.179] iteration 1039 : loss : 0.242727, loss_ce: 0.049583, loss_dice: 0.371490
[21:08:03.989] iteration 1040 : loss : 0.257912, loss_ce: 0.057037, loss_dice: 0.391829
[21:08:04.349] iteration 1041 : loss : 0.321783, loss_ce: 0.093400, loss_dice: 0.474038
[21:08:04.692] iteration 1042 : loss : 0.246087, loss_ce: 0.060902, loss_dice: 0.369544
[21:08:05.027] iteration 1043 : loss : 0.124777, loss_ce: 0.048558, loss_dice: 0.175590
[21:08:07.587] iteration 1044 : loss : 0.199884, loss_ce: 0.047855, loss_dice: 0.301237
[21:08:07.930] iteration 1045 : loss : 0.256211, loss_ce: 0.079047, loss_dice: 0.374321
[21:08:08.313] iteration 1046 : loss : 0.317711, loss_ce: 0.095054, loss_dice: 0.466149
[21:08:08.666] iteration 1047 : loss : 0.174851, loss_ce: 0.053990, loss_dice: 0.255425
[21:08:10.884] iteration 1048 : loss : 0.197828, loss_ce: 0.068149, loss_dice: 0.284280
[21:08:11.293] iteration 1049 : loss : 0.139757, loss_ce: 0.044907, loss_dice: 0.202991
[21:08:11.659] iteration 1050 : loss : 0.246548, loss_ce: 0.082735, loss_dice: 0.355756
[21:08:12.011] iteration 1051 : loss : 0.189109, loss_ce: 0.063592, loss_dice: 0.272786
[21:08:15.267] iteration 1052 : loss : 0.193380, loss_ce: 0.070211, loss_dice: 0.275492
[21:08:15.665] iteration 1053 : loss : 0.165372, loss_ce: 0.067013, loss_dice: 0.230944
[21:08:16.020] iteration 1054 : loss : 0.244159, loss_ce: 0.058588, loss_dice: 0.367873
[21:08:16.398] iteration 1055 : loss : 0.214010, loss_ce: 0.068087, loss_dice: 0.311292
[21:08:21.033] iteration 1056 : loss : 0.190841, loss_ce: 0.043109, loss_dice: 0.289330
[21:08:21.381] iteration 1057 : loss : 0.150890, loss_ce: 0.044683, loss_dice: 0.221696
[21:08:21.726] iteration 1058 : loss : 0.156670, loss_ce: 0.056511, loss_dice: 0.223442
[21:08:22.069] iteration 1059 : loss : 0.099828, loss_ce: 0.028057, loss_dice: 0.147676
[21:08:24.693] iteration 1060 : loss : 0.152914, loss_ce: 0.055093, loss_dice: 0.218129
[21:08:25.044] iteration 1061 : loss : 0.245337, loss_ce: 0.050979, loss_dice: 0.374909
[21:08:25.397] iteration 1062 : loss : 0.152605, loss_ce: 0.056007, loss_dice: 0.217003
[21:08:25.748] iteration 1063 : loss : 0.152372, loss_ce: 0.056434, loss_dice: 0.216330
[21:08:31.094] iteration 1064 : loss : 0.324876, loss_ce: 0.039061, loss_dice: 0.515419
[21:08:31.428] iteration 1065 : loss : 0.140508, loss_ce: 0.048460, loss_dice: 0.201873
[21:08:31.765] iteration 1066 : loss : 0.243392, loss_ce: 0.062237, loss_dice: 0.364162
[21:08:32.132] iteration 1067 : loss : 0.182555, loss_ce: 0.041684, loss_dice: 0.276469
[21:08:36.090] iteration 1068 : loss : 0.218578, loss_ce: 0.125731, loss_dice: 0.280475
[21:08:36.487] iteration 1069 : loss : 0.219255, loss_ce: 0.092230, loss_dice: 0.303939
[21:08:36.840] iteration 1070 : loss : 0.312043, loss_ce: 0.099153, loss_dice: 0.453970
[21:08:37.175] iteration 1071 : loss : 0.238979, loss_ce: 0.117723, loss_dice: 0.319817
